NumberID,Smile,Class
4972,C[n+]1c(-c2ccccc2)cn2cc(C(N)=O)ccc21.[I-],active
4973,COc1ccccc1CNCCCNCCCNCCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,active
4974,COc1ccccc1CN(C)CCCN(C)CCCNCCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,active
4975,O=C1/C(=C\c2ccc(N3CCCC3)cc2)CNC/C1=C\c1ccc(N2CCCC2)cc1,active
4976,Cc1ccccc1-c1nnc(-c2ccc3c(c2)CO[C@@]3(CCCN(C)C)c2ccc(F)cc2)[nH]1,active
4977,Nc1c2c(nc3ccccc13)CCCC2O,active
4978,CCCN(CCC)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,active
4979,CC1=C(CC(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)CC3=C(C)/C(=C\c4ccc([S+](C)[O-])cc4)c4ccc(F)cc43)=CC2=O)c2cc(F)ccc2/C1=C/c1ccc([S+](C)[O-])cc1,active
4980,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)CC3)cc1)NCC2,active
4981,O=[N+]([O-])c1ccc2nc(NCCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2c1,active
4982,O=C1C(Cl)=C(NCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21,active
4983,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,active
4984,CC(=O)O[C@@H]1[C@@H](O)C=C2CCN3Cc4cc5c(cc4[C@H]1[C@@H]23)OCO5,active
4985,CCOC(=O)c1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,active
4986,CC(C)=CC[C@H]1C[C@@]2(CC=C(C)C)C(=O)O[C@@](CC=C(C)C)(C(=O)[C@@H](C(=O)C(C)C)[C@]1(C)C/C=C/C(C)(C)O)C2=O,active
4987,NS(=O)(=O)c1ccc(NC(=S)NNc2c3c(nc4ccccc24)CCCC3)cc1,active
4988,O=C(CCCCC1CCSS1)NCCNc1c2c(nc3ccccc13)CCCC2,active
4989,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CO[C@@H](C1)O2,active
4990,COc1cc2[se]n(CCC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,active
4991,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3Cl)CC1)C2,active
4992,c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,active
4993,COc1ccc2oc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,active
4994,CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,active
4995,Cc1ccc(NC(=O)c2coc3ccc(/C=C/C(=O)OCCN(C)C)cc3c2=O)cc1,active
4996,CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,active
4997,C#CCN(Cc1ccc2cccc(O)c2n1)CC1CCN(Cc2ccccc2)CC1,active
4998,CCCCCn1nc(OCc2ccc(OC)cc2)c2cc([N+](=O)[O-])ccc21,active
4999,O=C(c1ccccc1Cl)n1nc(OCCCN2CCCCC2)c2ccccc21,active
5000,O=C(c1ccccc1Cl)n1nc(OCCN2CCCC2)c2ccccc21,active
5001,CC1=C(C(=O)OCC2CC2)C(c2ccccc2Cl)c2c(nc3c(c2N)CC(C)(C)CC3)N1,active
5002,C[N+](C)(C)c1cccc(O)c1,active
5003,Clc1ccc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc2c1,active
5004,C=CC(=O)N1C/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)/C(=C/c2cccc([N+](=O)[O-])c2)C1,active
5005,C=CC(=O)N1C/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)/C(=C/c2cccc([N+](=O)[O-])c2)C1,active
5006,N#Cc1c(NCCC2CCN(Cc3ccccc3)CC2)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,active
5007,O=C(CCCCCCC(=O)NCCCCCCN1CC[C@H]2COc3ccccc3[C@H]21)NCCCCCCN1CC[C@H]2COc3ccccc3[C@H]21,active
5008,CC(C)Cn1cc(C(=O)C(F)F)cn1,active
5009,O=C1c2ccccc2CN1CCC1CCN(Cc2ccccc2)CC1,active
5010,COc1ccc(/C=C2\COc3cc(OCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,active
5011,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NC=O,active
5012,CCc1nc(C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12,active
5013,Cc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc5ccccc5c4)N2C3c2ccc(C)cc2)cc1,active
5014,COc1ccc2nc3c(c(NCCCCCCCNC(=O)[C@@H](N)Cc4c[nH]c5ccccc45)c2c1)CCCC3.Cl.Cl,active
5015,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,active
5016,O=C(NCC1CCN(Cc2ccccc2)CC1)c1c(O)c2cc(O)c(O)cc2[nH]c1=O,active
5017,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,active
5018,CC(C)Cc1ccc(/C=C2\Oc3ccccc3C2=O)cc1,active
5019,c1ccc(CCNc2ccnc(N3CCCC3)n2)cc1,active
5020,OCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,active
5021,C/C(=C\C[C@]12C[C@H]3C[C@@H]4C(C)(C)CC[C@@]4(C1=O)C(=O)[C@](C(=O)c1ccccc1)(C2=O)C3(C)C)CC/C=C/C(C)C,active
5022,Nc1c2c(nc3ccc(Cl)cc13)OCCC2,active
5023,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,active
5024,Cc1c2[nH]c3ccc(O)cc3c2cc[n+]1C,active
5025,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)C(c2ccccc2)NC12C(=O)Nc1ccc(Cl)cc12,active
5026,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4[N+](=O)[O-])cc3)c(=O)oc2cc1OC,active
5027,CCN(CC)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccc(C)cc3)cc(=O)c2c1,active
5028,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C,active
5029,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@@H]1N2C,active
5030,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C,active
5031,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@H]1N2C,active
5032,c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,active
5033,Cc1cccc2nc3c(c(N)c12)CCCC3,active
5034,c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,active
5035,c1ccc(CN2CCC(CNc3nsc4ccccc34)CC2)cc1,active
5036,C/C=C1\[C@H]2C=C(C)C[C@]1(N[C@H]1OC(=O)C3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@@H](O)C[C@]31OC)c1ccc(=O)[nH]c1C2,active
5037,O=C(/C=C/c1ccc(O)cc1O)NCCC1CCN(Cc2ccccc2)CC1,active
5038,O=C(c1ccccc1)N1c2ccccc2Sc2ccc(Cl)cc21,active
5039,CN[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(=O)[C@@H](NC(=O)C=C(C)C)CC[C@]4(C)[C@H]3CC[C@]12C,active
5040,COc1cc2occ(-c3ccc(O)cc3O)c(=O)c2c(O)c1CC=C(C)C,active
5041,Brc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,active
5042,COc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1OC,active
5043,COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12,active
5044,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCCCCCN(C)C,active
5045,Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O,active
5046,Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O,active
5047,CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl,active
5048,COc1ccc(C(=O)O[C@H]2CC[C@]3(C)[C@H]4CC[C@@H]5[C@@]6(C)CC[C@@H](O)C(C)(C)[C@@H]6C[C@H](O)[C@@]5(O)C[C@]4(C)CC[C@H]3[C@@]2(C)C(=O)O)cc1O,active
5049,CN(C)CC(C)(C)c1cccc(OC(=O)NCCCCN2CCOCC2)c1,active
5050,CCN(CC)Cc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1,active
5051,CCCCCCSC(=O)OCC[N+](C)(C)C.[Cl-],active
5052,c1ccc(-c2cnc(NCN3CCCCC3)nc2)cc1,active
5053,CN(C)CC(C)(C)c1cccc(OC(=O)NCCCCN2CCOCC2)c1,active
5054,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,active
5055,C=CCC1(OC)OCc2c(OC)c(OC)cc3ccnc1c23,active
5056,CCCCCCCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,active
5057,CCC(C)CSC(=O)OCC[N+](C)(C)C.[Cl-],inactive
5058,CC(=O)Nc1cccc([N+](C)(C)C)c1,inactive
5059,c1ccc(-c2ccc(NCCN3CCOCC3)nn2)cc1,inactive
5060,Nc1c2ccccc2nc2c1cnc1cc(Cl)ccc12,inactive
5061,CCCCSC(=O)OCC[N+](C)(C)C.[Cl-],inactive
5062,C[N+](C)(C)CCOC(=O)Sc1ccccc1.[Cl-],inactive
5063,COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(Cc5ccccc5)CC4)cc3)C2)cc1,inactive
5064,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCN(C)C,inactive
5065,C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccccn4)oc(=O)c3C(=O)C21,inactive
5066,CN(CCCCCCCOc1ccc(-c2oc3ccccc3c2C(=O)c2cccc3ccccc23)cc1)Cc1ccccc1,inactive
5067,Cc1cccc(C(=O)c2c(-c3cccc(OCCCCCCCN(C)Cc4ccccc4)c3)oc3ccccc23)c1,inactive
5068,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,inactive
5069,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,inactive
5070,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,inactive
5071,COc1ccc(C2N(C)Cc3cc(O)ccc3N2C)cc1,inactive
5072,CCCCCCCCCN(Cc1ccccc1OC)C(=O)CCCCCN(C)Cc1ccc(-c2ccc(CN(C)CCCCCC(=O)NCc3ccccc3OC)cc2)cc1,inactive
5073,COc1cc2cc[n+](C)c3c2c(c1OC)C(Br)OC3=O,inactive
5074,CC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],inactive
5075,CN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccc(Cl)cc1,inactive
5076,CN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccc(Cl)cc1,inactive
5077,CCCCCCN(C)Cc1cc(N)ccc1O.Cl.Cl,inactive
5078,COc1cc2c(cc1OC)CN(Cc1cc(C)cc(/C=N/O)c1O)CC2,inactive
5079,O=C(/C=N\O)Nc1ccc[n+](CCCC[n+]2cccc(NC(=O)/C=N\O)c2)c1.[Br-].[Br-],inactive
5080,CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c1ccc(-c2ccccc2)c(F)c1,inactive
5081,O=C(/C=N\O)Nc1ccc[n+](CCC[n+]2cccc(NC(=O)/C=N\O)c2)c1.[Br-].[Br-],inactive
5082,COc1cc2ccnc3c2c(c1OC)COC3(O)CC(O)CO,inactive
5083,COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)ccc1O,inactive
5084,Cc1ccc(C2N(C)Cc3cc(O)ccc3N2C)cc1,inactive
5085,Br.BrCC1CN=C(Nc2ccccn2)S1,inactive
5086,COc1c(F)ccc[n+]1C.F[B-](F)(F)F,inactive
5087,Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C(C)(C)C)OC2.[Br-],inactive
5088,CC12CCC(c3c1nc1ccccc1c3N)C2(C)C,inactive
5089,CCN1CCN(CCCNC(=O)COc2ccc(-c3ccc(OC)cc3)cc2)CC1,inactive
5090,COc1nc(Oc2ccc(C(=O)OCC(C)N(C)C)cc2)nc(Oc2ccc(C(=O)OCC(C)N(C)C)cc2)n1,inactive
5091,O/N=C/c1cc[n+](CCC[n+]2ccc(-c3ccccc3)cc2)cc1.[Br-].[Br-],inactive
5092,COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1cc(C)cc(/C=N/O)c1O)CC2,inactive
5093,C=CCCC[N+](C)(C)C,inactive
5094,COc1cc2c(c(OC)c1OC)C(=O)O[C@]21[C@H](O)[C@@H](O)C=C2CCN(C)[C@H]21,inactive
5095,CN(CCCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,inactive
5096,CCN1CCN(CCCNC(=O)COc2ccc(-c3ccccc3)cc2)CC1,inactive
5097,CN1CCN(CCCNC(=O)COc2ccc(-c3ccccc3)cc2)CC1,inactive
5098,CCCN(C)Cc1cc(N)ccc1O.Cl.Cl,inactive
5099,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccccc1,inactive
5100,CCOCC[N+](C)(C)C,inactive
5101,C[N+]1(C)CCO[C@@](O)(c2ccc(C#N)cc2)C1,inactive
5102,CN1Cc2cc(O)ccc2N(C)C1c1cc[nH]c1,inactive
5103,O=C(O)C(F)(F)F.O=C1CC[C@@]2(C=CNC3=C2C2=NCCc4c[nH]c(c42)C3=O)C=C1Br,inactive
5104,C[n+]1ccccc1/C=N/O.[Cl-],inactive
5105,NC(=S)NNC=C1C(=O)NC(=O)NC1=O,inactive
5106,COc1ccc(NC(=S)NCCN2CCCCC2)cc1,inactive
5107,COc1ccccc1NC(=S)NCCN(C)C,inactive
5108,C#CCN(C)[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21.Cl,inactive
5109,COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1cc(Cl)cc(/C=N/O)c1O)CC2,inactive
5110,C[n+]1ccccc1/C=N/O.[Cl-],inactive
5111,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Cl)cc1,inactive
5112,COc1cc(OC)c(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC,inactive
5113,COc1cc([N+](C)(C)C)ccc1C,inactive
5114,Cn1c(/C=N/O)[n+](C)c2ccccc21.[Cl-],inactive
5115,COc1cccc(-c2nnc(-c3ccc4c(c3)CO[C@@]4(CCCN(C)C)c3ccc(F)cc3)[nH]2)c1,inactive
5116,CCCCN(C)Cc1cc(N)ccc1O.Cl.Cl,inactive
5117,CCCC(=O)SCC[N+](C)(C)C,inactive
5118,CO[C@@H]1C=C[C@@]23c4cc5c(cc4C[N@@+]([O-])(CCO)[C@@H]2C(=O)N(C)[C@H]3C1)OCO5,inactive
5119,COc1cc2c(cc1OC)CN(Cc1cccc(/C=N/O)c1O)CC2,inactive
5120,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,inactive
5121,COc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1,inactive
5122,Cc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1,inactive
5123,COc1ccc(OC)c(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,inactive
5124,[Br-].[Br-].c1cc[n+](CCCCC[n+]2ccccc2)cc1,inactive
5125,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,inactive
5126,c1ccc(CCCCCSc2c3c(nc4ccccc24)CCCC3)nc1,inactive
5127,Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COCOC2.[Br-],inactive
5128,C=C(C)[C@H](O)Cc1cc2ccc(=O)oc2cc1O,inactive
5129,COc1ccc(C(F)(F)F)c[n+]1CCCCCO.O=S(=O)([O-])C(F)(F)F,inactive
5130,[Br-].[Br-].c1ccc2c[n+](CCOCC[n+]3ccc4ccccc4c3)ccc2c1,inactive
5131,CCCN(CCC)Cc1cc(N)ccc1O.Cl.Cl,inactive
5132,COc1ccc(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC,inactive
5133,Cc1cccc(-c2nnc(-c3ccc4c(c3)CO[C@@]4(CCCN(C)C)c3ccc(F)cc3)[nH]2)c1,inactive
5134,CC1Cc2c(nc3ccccc3c2N)C1(C)O,inactive
5135,COC[n+]1ccn(C)c1/C=N/O.[Cl-],inactive
5136,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1,inactive
5137,COc1cc2ccnc3c2c(c1OC)COC3(CCCO)OC,inactive
5138,[Br-].[Br-].c1ccc2c[n+](CCCCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,inactive
5139,CN1CCN(CCCNC(=O)COc2ccc(I)cc2)CC1,inactive
5140,COc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1OC,inactive
5141,COc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1OC,inactive
5142,COc1ccccc1CNCCCCCCNCCSSCCNCCCCCCNCc1ccccc1OC,inactive
5143,COc1ccccc1CNCCCCCCNCCCCCNCCCCCCNCc1ccccc1OC,inactive
5144,COc1cc(/C=N/O)c(O)c(CN2CCc3cc(OC)c(OC)cc3C2)c1,inactive
5145,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4cccc([N+](=O)[O-])c4)[nH]3)ccc21,inactive
5146,CCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-],inactive
5147,CN(C)CCN=C(S)Nc1cccc(Cl)c1,inactive
5148,Cc1c(O)cccc1[N+](C)(C)C,inactive
5149,O=C(/C=N\O)Nc1ccc[n+](CCCCCC[n+]2cccc(NC(=O)/C=N\O)c2)c1.[Br-].[Br-],inactive
5150,CN1Cc2cc(O)ccc2N(C)C1c1ccc(F)cc1,inactive
5151,Cc1ccccc1C1N(C)Cc2cc(O)ccc2N1C,inactive
5152,CC#CC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],inactive
5153,Nc1c2c(nc3ccccc13)-c1cc(Br)ccc1CC2,inactive
5154,Nc1ccc(S(N)(=O)=O)cc1,inactive
5155,CC[N+](CC)(CC)CCOc1cc(OCC[N+](CC)(CC)CC)c(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc1OCC[N+](CC)(CC)CC.Cl.[Br-].[Br-].[Br-],inactive
5156,Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C)OC2.[Br-],inactive
5157,CCO[P@@](=O)(SCC)c1ccccc1,inactive
5158,CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1,inactive
5159,C[C@@]12CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)OCC[N+](C)(C)C)[C@H]4CC[C@]3(CC1=O)C2.[I-],inactive
5160,CCSCC[N+](C)(C)C,inactive
5161,COC(=O)C1=C(Nc2ccc(F)cc2)C[C@@H](c2ccccc2)N(c2ccc(F)cc2)[C@@H]1c1ccccc1,inactive
5162,CCCCN(CCCC)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,inactive
5163,CN(CCCCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1,inactive
5164,O=C(O)C(F)(F)F.O=C1C2=C(C3=NCCc4c[nH]c1c43)C1(C=CN2)C=C(Br)C(O)C(Br)=C1,inactive
5165,CN(C)Cc1cc(N)ccc1O.Cl.Cl,inactive
5166,[Br-].[Br-].c1cc[n+](Cc2ccc(C[n+]3ccccc3)cc2)cc1,inactive
5167,COc1ccccc1CNCCCCCCNCCCCCCNCCCCCCNCc1ccccc1OC,inactive
5168,O[C@H]1C=C2CCN3Cc4cc5c(cc4[C@H]([C@@H]1O)[C@@H]23)OCO5,inactive
5169,COc1ccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c(OC)c1OC,inactive
5170,NC(=O)c1cc[n+](CCCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-],inactive
5171,COc1cc2c(cc1OC)CN(Cc1cc(Cl)cc(/C=N/O)c1O)CC2,inactive
5172,CCCCN1CCCN=C1/C=N/O.Cl,inactive
5173,CCCCCCCNC(=O)Oc1ccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1,inactive
5174,O=C([O-])C(F)(F)F.O=C1C2=C3C4=[N+](CCc5c[nH]c1c54)[C@@H]1C(=O)C=C4S[C@@H](C[C@@]43[C@H]1O)N2,inactive
5175,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OCC3=O)c1,inactive
5176,COc1ccccc1-c1nnc(-c2ccc3c(c2)CO[C@@]3(CCCN(C)C)c2ccc(F)cc2)[nH]1,inactive
5177,CCCCN(CCCC)CCCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,inactive
5178,COc1ccc(-c2csc(NC(=O)C[n+]3ccc(/C=N/O)cc3)n2)cc1.[I-],inactive
5179,Nc1c2c(nc3ccccc13)-c1ccccc1CCC2,inactive
5180,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,inactive
5181,O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],inactive
5182,NC(=O)c1cc[n+](CCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-],inactive
5183,O=C(/C=N/O)Nc1ccc[n+](Cc2cccc(C[n+]3cccc(NC(=O)/C=N/O)c3)c2)c1.[Br-].[Br-],inactive
5184,COc1cc2ccc(=O)oc2cc1O,inactive
5185,COc1cc2ccc(=O)oc2cc1O,inactive
5186,CN(CCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1,inactive
5187,O=C(/C=N/O)Nc1ccc[n+](Cc2ccccc2C[n+]2cccc(NC(=O)/C=N/O)c2)c1.[Br-].[Br-],inactive
5188,C[C@@]1(O)C[N+](C)(C)CCO1,inactive
5189,C=CCC1(O)OCc2c(OC)c(OC)cc3ccnc1c23,inactive
5190,CC#CC(C)(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],inactive
5191,C[N+]1(C)CCO[C@H](O)C1,inactive
5192,COc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1OC,inactive
5193,[Cl-].[Cl-].c1cc[n+](COC[n+]2ccccc2)cc1,inactive
5194,O=C(/C=N\O)Nc1ccc[n+](CCCCC[n+]2cccc(NC(=O)/C=N\O)c2)c1.[Br-].[Br-],inactive
5195,CC(C)(O)C(=O)Cc1cc2ccc(=O)oc2cc1O,inactive
5196,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,inactive
5197,COc1ccc(CN(CC(=O)NCc2ccccc2)C(=O)CCCCCn2ccnc2/C=N/O)cc1,inactive
5198,C/C=C(\C)C(=O)N[C@H]1[C@@H](O)C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]4[C@H](C)N(C)C)[C@@H]3CC[C@H]2[C@H]1OC(C)=O,inactive
5199,C#CCCCC[n+]1ccn(COC)c1/C=N/O.[Cl-],inactive
5200,O=C(NP(=O)(NN1CCOCC1)NN1CCOCC1)c1ccccc1,inactive
5201,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,inactive
5202,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,inactive
5203,NC(=O)c1cc[n+](CC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-],inactive
5204,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccccc4F)[nH]3)ccc21,inactive
5205,COc1cc2c(cc1O)[C@@H]1[C@H](O)[C@@H](O)C=C3CCN(C2)[C@H]31,inactive
5206,COc1ccc(-c2ccc(OCC(=O)NCCCN3CCN(C)CC3)cc2)cc1,inactive
5207,S=C(NCCN1CCCCC1)Nc1cccc(Cl)c1,inactive
5208,CC(C)=CC(=O)C[C@H](C)c1ccc(C)cc1,inactive
5209,C[N+](C)(C)c1cccc(N)c1,inactive
5210,COc1cc2nc(Cl)nc(NCCCNC(=O)CCCCC3CCSS3)c2cc1OC,inactive
5211,COc1ccccc1C1N(C)Cc2cc(O)ccc2N1C,inactive
5212,O=C(NP(=O)(NN1CCCCC1)NN1CCCCC1)c1ccccc1,inactive
5213,COC[n+]1c(/C=N/O)n(C)c2ccccc21.[Cl-],inactive
5214,C(=C\C[n+]1ccccc1)\C[n+]1ccccc1.[Cl-].[Cl-],inactive
5215,NCCCCCCNCCSSCCNCCCCCCN,inactive
5216,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)C,inactive
5217,O/N=C/c1cc[n+](C[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],inactive
5218,[Br-].[Br-].c1cc[n+](CCOCC[n+]2ccccc2)cc1,inactive
5219,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-],inactive
5220,C#CCNC1CCc2ccc(OC(=O)N(C)CC)cc2C1,inactive
5221,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,inactive
5222,COc1ccc(C2=NN(C(C)=O)C(c3ccc(-n4ccnc4)cc3)C2)cc1OC,inactive
5223,COc1ccc(NC(=S)NNC=C2C(=O)NC(=S)NC2=O)cc1,inactive
5224,CC(=O)Nc1ccc([C@@]2(O)C[N+](C)(C)CCO2)cc1,inactive
5225,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,inactive
5226,O=C(/C=N/O)Nc1ccc[n+](Cc2ccc(C[n+]3cccc(NC(=O)/C=N/O)c3)cc2)c1.[Br-].[Br-],inactive
5227,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,inactive
5228,CN(CCCCCOc1ccc(-c2cc3ccccc3o2)cc1)Cc1ccccc1,inactive
5229,COC(=O)C1=C(Nc2ccc(Cl)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(Cl)cc2)[C@@H]1c1ccc(C)cc1,inactive
